Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
2.01808E+13,Q,qf_1,1,,TL EK,RG,8/8/2018,14:00:31,14:03:13,-6,0.079999998,14.05000019,GPS-VTG,Right,1,0,14.9,2,1,1,1,,1,,VB,1,3,1,106.437,560.5096436,0.643,0.697,1.083981337,76.2,,hdop =0 removes one overall quality point,2,58.69511197,-111.3886928,360.2628327,
2.01808E+13,Q,qf_1,2,,TL EK,RG,8/8/2018,14:03:25,14:06:01,-6,0.079999998,14.05000019,GPS-VTG,Left,1,0,14.9,1,1,1,1,,1,,VB,1,2,1,106.641,560.093811,0.581,0.717,1.234079174,77,,hdop =0 removes one overall quality point,2,58.69512566,-111.3889508,325.4984445,
2.01808E+13,Q,qf_1,3,,TL EK,RG,8/8/2018,14:07:49,14:10:54,-6,0.079999998,14.05000019,GPS-VTG,Right,1,1,14.8,999,1,0,0,,0,"large gap in both VB and BT, depth reference =0 for more than 200 meters",VB,1,1,0,"1,410.22",4591.348633,0.111,2.229,20.08108108,26.6,remove,velocity vector =1 or velcity snr=0 recommends removal,1,58.6923075,-111.3875119,509.3347549,
2.01808E+13,Q,qf_1,4,,TL EK,RG,8/8/2018,14:10:57,14:12:45,-6,0.079999998,14.05000019,GPS-VTG,Right,1,1,14.7,1,1,1,1,,1,,VB,1,1,1,61.832,439.7590637,0.001,0.631,631,1.1,remove,velocity vector =1 or velcity snr=0 recommends removal,1,58.69049774,-111.3870595,0.3233971,
2.01808E+13,T,qf_1,5,,TL EK,RG,8/8/2018,14:13:00,14:13:15,-6,0.079999998,14.05000019,GPS-VTG,Left,1,1,14.7,1,1,0,0,,1,,VB,1,1,1,7.963,28.86031532,-0.055,0.401,-7.290909091,17.7,remove,velocity vector =1 or velcity snr=0 recommends removal,1,58.69018184,-111.3879525,-1.576178778,
2.01808E+13,Q,qf_1,6,,TL EK,RG,8/8/2018,14:13:26,14:15:48,-6,0.079999998,14.05000019,GPS-VTG,Left,1,1,14.7,1,1,0,0,,1,,VB,1,3,1,87.512,608.4472656,0.594,0.641,1.079124579,73.5,,,3,58.69024436,-111.3874775,361.2482677,
2.01808E+13,Q,qf_1,7,,TL EK,RG,8/8/2018,14:15:58,14:18:08,-6,0.079999998,14.05000019,GPS-VTG,Right,1,1,14.7,1,1,0,1,,1,,VB,1,2,1,87.046,575.9957886,0.608,0.697,1.146381579,76.4,,,2,58.69032219,-111.3872439,350.3518535,
2.01808E+13,Q,qf_1,8,,TL EK,RG,8/8/2018,14:20:29,14:22:36,-6,0.079999998,14.05000019,GPS-VTG,Left,1,1,14.6,999,999,0,0,,0,"gaps in both VB and BT, planned to switch to BT, but the transect on the BT is poor",VB,1,1,0,"2,286.81",3425.863281,-0.444,2.272,-5.117117117,13.7,remove,velocity vector =1 or velcity snr=0 recommends removal,1,58.68761616,-111.3843631,-1520.30003,
2.01808E+13,Q,qf_1,9,,TL EK,RG,8/8/2018,14:22:47,14:25:33,-6,0.079999998,14.05000019,GPS-VTG,Left,1,1,14.6,1,1,0,1,,1,,VB,1,2,1,105.724,573.9468994,0.604,0.659,1.091059603,75.9,,,3,58.68656008,-111.3823924,346.836088,
2.01808E+13,Q,qf_1,10,,TL EK,RG,8/8/2018,14:25:43,14:28:20,-6,0.079999998,14.05000019,GPS-VTG,Right,1,1,14.6,1,1,0,1,,1,,VB,1,2,1,104.719,623.595459,0.585,0.685,1.170940171,76.2,,,3,58.68661064,-111.3821863,365.0592382,
