Filename,Measurement_type,Location,Measurement_number,Comments,Party,Boat_motor,Date,Start_time,End_time,Time_zone,Transducer_depth,Mag_declination,Track_ref,Start_bank,GPS_quality,HDOP,Voltage,L_edge_dist,R_edge_dist,L_edge_Qual,R_edge_Qual,Edge_notes,Depth_ref_invalid,Depth_notes,Depth_reference,Track_ref_invalid,Veloc_vector,Veloc_SNR,Width,Area,Veloc_avg,Boat_veloc_avg,Boat_water_ratio,Per_Measured,Keep_or_remove,Final_notes,Quality,Latitude,Longitude,Q,Mat_export
20050115103755,q,QF78,1,depth sounder logging,WD,RG,8/26/2018,11:15:40,11:17:32,-6,0.119999997,14.07999992,BT,Right,2,1,15.8,1,1,1,1,,1,,BT,0,3,1,63.078,201.422348,0.28,0.631,2.253571429,75.3,keep,The water was VERY slow & ADCP came out of water 1-2x bcs of waves due to wind. Q looks good,2,58.64011952,-111.3989257,56.39252381,
20050115103950,q,QF78,2,depth sounder logging,WD,RG,8/26/2018,11:17:35,11:19:27,-6,0.119999997,14.07999992,BT,Left,2,1,15.8,1,1,1,1,,1,,BT,0,3,1,58.956,207.4097137,0.273,0.555,2.032967033,74.2,keep,The water was VERY slow & ADCP came out of water 1-2x bcs of waves due to wind. Q looks good,2,58.64022693,-111.3988782,56.59043383,
20050115105219,t,QF79,1,depth sounder logging,WD,RG,8/26/2018,11:30:04,11:30:48,-6,0.119999997,14.07999992,BT,Right,,0,15.4,1,1,0,0,,,,BT,,,,13.159,27.76531601,0,0.266,65535,0,remove,test,1,58.636431,-111.3920236,0,
20050115105330,q,QF79,2,depth sounder logging,WD,RG,8/26/2018,11:31:15,11:32:41,-6,0.119999997,14.07999992,BT,Right,2,1,15.4,1,2.5,1,1,,1,,BT,0,1,1,35.454,77.23399353,0.234,0.473,2.021367521,74.5,keep,"Boat motion is not straight, several samples have invalid track references. Water motion is very slow. Q looks good",2,58.63658684,-111.3920512,18.06187022,
20050115105459,q,QF79,3,depth sounder logging,WD,RG,8/26/2018,11:32:43,11:34:01,-6,0.119999997,14.07999992,BT,Left,2,1,15.3,2.75,1,1,1,,1,,BT,0,3,1,35.347,78.17596436,0.231,0.434,1.878787879,71.4,keep,"Some samples have invalid track references. Boat motion is a lot faster than water motion, but the water motion was really slow. Q looks good",2.5,58.63659169,-111.3920865,18.05105781,
20050115105800,q,QF80,1,depth sounder logging,WD,RG,8/26/2018,11:35:45,11:37:16,-6,0.119999997,14.07999992,BT,Right,2,1,15.3,1,1.25,1,1,,1,,BT,0,1,1,21.631,31.41114998,0.097,0.336,3.463917526,71.8,keep,discharge was really really low & boat motion was not straight due to wind. However Q agrees fairly well between the two transects,2,58.63657068,-111.3909686,3.043253997,
20050115105934,q,QF80,2,depth sounder logging,WD,RG,8/26/2018,11:37:19,11:38:36,-6,0.119999997,14.07999992,BT,Left,2,1,15.2,1.25,1.200000048,1,1,,1,,BT,0,1,1,20.653,30.25873184,0.07,0.335,4.785714286,70.6,keep,discharge was really really low & boat motion was not straight due to wind. However Q agrees fairly well between the two transects,2,58.63656648,-111.3910034,2.103665075,
20050115110331,q,QF81,1,depth sounder logging,WD,RG,8/26/2018,11:41:16,11:42:31,-6,0.119999997,14.07999992,BT,Left,2,1,15.2,1,1.200000048,1,1,,1,,BT,0,2,1,32.477,84.63417816,0.224,0.485,2.165178571,74.6,keep,Boat direction is not always straight & water speed was too slow for boat velocity to match. A few samples had invalid track references. Q looks reasonable. ,2,58.63866665,-111.3897396,18.95014685,
20050115110449,q,QF81,2,depth sounder logging,WD,RG,8/26/2018,11:42:34,11:43:37,-6,0.119999997,14.07999992,BT,Right,2,1,15.1,1.200000048,0.5,1,1,,1,,BT,1,1,1,32.065,87.03903961,0.238,0.642,2.697478992,74.4,keep,Water velocity was too slow for the boat to match it. All else looks good and Q is reasonable,3,58.63865361,-111.3897033,20.71349515,
20050115111006,q,QF82,1,depth sounder logging,WD,RG,8/26/2018,11:47:52,11:49:43,-6,0.119999997,14.07999992,BT,Right,2,1,15,1.200000048,1,1,1,,1,,BT,0,3,1,63.484,233.9316101,0.293,0.601,2.051194539,74.6,keep,"Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2.5,58.64123508,-111.3830954,68.62575881,
20050115111201,q,QF82,2,depth sounder logging,WD,RG,8/26/2018,11:49:46,11:51:43,-6,0.119999997,14.07999992,BT,Left,2,1,14.9,1,2,1,1,,1,,BT,0,3,1,60.744,232.3368835,0.295,0.561,1.901694915,75.6,keep,"Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2.5,58.64131174,-111.3830488,68.65501063,
20050115112523,t,QF83,1,depth sounder logging,WD,RG,8/26/2018,12:03:09,12:04:33,-6,0.090000004,14.10000038,BT,Left,,0,14.8,1,0,1,0,,,,BT,,,,30.957,153.0327606,0,0.423,65535,0,remove,test,1,58.64609703,-111.3596113,0,
20050115112732,q,QF83,2,depth sounder logging,WD,RG,8/26/2018,12:05:16,12:07:02,-6,0.090000004,14.10000038,BT,Left,2,1,14.8,1,3.299999952,1,1,,1,,BT,0,3,1,56.714,255.1308136,0.265,0.549,2.071698113,73.3,keep,"Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2.5,58.64599571,-111.3598095,67.66698997,
20050115112921,q,QF83,3,depth sounder logging,WD,RG,8/26/2018,12:07:05,12:08:49,-6,0.090000004,14.10000038,BT,Right,2,1,14.8,2,1.399999976,1,1,,1,,BT,0,2,1,59.859,259.0500488,0.254,0.613,2.413385827,72.9,keep,"Boat track isn't suuper straight. It was very wavy, so ADCP came out of water 1-2x during transect. Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2,58.64594767,-111.3597428,65.82506101,
20050115114703,q,QF84,1,depth sounder logging,WD,RG,8/26/2018,12:24:48,12:26:45,-6,0.090000004,14.07999992,BT,Left,2,1,14.8,3.5,1.200000048,1,1,,1,,VB,0,3,1,60.466,247.8543091,0.27,0.515,1.907407407,71.4,keep,"Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2.5,58.65060029,-111.3205112,67.15203747,
20050115114903,q,QF84,2,depth sounder logging,WD,RG,8/26/2018,12:26:48,12:28:53,-6,0.090000004,14.07999992,BT,Right,2,1,14.7,1.200000048,2,1,1,,1,,BT,0,2,1,59.057,242.7937164,0.248,0.558,2.25,74,keep,"Boat transect is not very straight. Occasional samples have invalid track references. Water velocity was really slow, so the boat velocity was relatively high. Q still looks good",2,58.65056138,-111.3204728,60.291289,
20050115115435,q,QF85,1,depth sounder logging,WD,RG,8/26/2018,12:32:20,12:34:33,-6,0.090000004,14.07999992,BT,Right,2,1,14.6,2,2.299999952,1,1,,1,,BT,0,2,1,76.127,214.8738403,0.215,0.638,2.96744186,78.1,keep,ADCP came out of the water 1-2x due to high waves. Water velocity was very slow so boat velocity was relatively fast. Occasional samples have invalid track references. Boat track not super straight. Q still looks reasonable,2,58.64928651,-111.3163203,46.23402949,
