"","Location","Latitude","Longitude","Q","Quality","Width","Area","new_date"
"331","EM_3",58.6767786991722,-111.046922032722,191.030217,2,"110.334",399.8412781,2018-08-09 10:36:06
"332","EM_5",58.6690211069116,-111.040808449653,200.3908517,2,"117.553",453.923584,2018-08-09 10:43:37
"333","EM_5",58.6690211069116,-111.040808449653,190.4954332,2,"118.658",453.6611328,2018-08-09 10:46:22
"335","EM_6",58.6630572441379,-111.042059833577,217.9297522,3,"119.711",466.4721069,2018-08-09 10:54:32
"336","EM_6",58.6630572441379,-111.042059833577,211.884653,3,"129.921",491.7255249,2018-08-09 10:56:54
"337","EM_7",58.6592306428228,-111.043985633346,218.3196658,3,"97.066",469.0818787,2018-08-09 11:03:22
"338","EM_7",58.6592306428228,-111.043985633346,208.6278428,3,"103.826",470.6718445,2018-08-09 11:05:20
"339","EM_8",58.6541369560102,-111.047873937298,214.8709463,3,"120.326",454.2614441,2018-08-09 11:12:50
"340","EM_8",58.6541369560102,-111.047873937298,203.4367757,3,"120.385",449.0608826,2018-08-09 11:15:17
"341","EM_9",58.6479503397326,-111.043988674754,216.9048508,2,"93.316",438.1087952,2018-08-09 11:22:04
"342","EM_9",58.6479503397326,-111.043988674754,205.1534359,2,"86.607",430.5233765,2018-08-09 11:24:25
"343","EM_10",58.6431729506533,-111.04225988271,213.1968751,2,"84.202",444.0276489,2018-08-09 11:30:26
"344","EM_10",58.6431729506533,-111.04225988271,205.9927818,2,"86.661",437.4344177,2018-08-09 11:32:24
"346","EM_11",58.6376397017842,-111.044802515524,215.2499355,2,"114.077",445.5654602,2018-08-09 11:43:13
"347","EM_11",58.6376397017842,-111.044802515524,214.8668468,3,"122.876",460.5536499,2018-08-09 11:46:11
"348","EM_12",58.6342277483716,-111.042180184796,216.0898405,2,"94.69",442.5539246,2018-08-09 12:36:28
"349","EM_12",58.6342277483716,-111.042180184796,204.201719,2,"95.217",442.8554993,2018-08-09 12:38:30
"350","EM_12",58.6342277483716,-111.042180184796,211.654754,3,"92.959",441.8025208,2018-08-09 12:40:47
"352","EM_12",58.6342277483716,-111.042180184796,209.0335231,2,"90.476",418.7147217,2018-08-09 12:49:06
"353","EM_12",58.6342277483716,-111.042180184796,209.8070629,2,"94.523",427.3315735,2018-08-09 12:51:10
"354","EM_14",58.6254182069938,-111.039070130562,216.3406451,3,"92.712",432.5267334,2018-08-09 12:57:26
"355","EM_14",58.6254182069938,-111.039070130562,234.4069142,3,"94.899",445.5244446,2018-08-09 12:59:52
"356","EM_15",58.6205125884992,-111.044883895432,203.3914573,2,"103.655",436.9232788,2018-08-09 13:06:44
"358","EM_15",58.6205125884992,-111.044883895432,206.1655154,2,"104.472",441.8615723,2018-08-09 13:12:06
"359","EM_15",58.6205125884992,-111.044883895432,209.7811661,3,"102.678",447.3255615,2018-08-09 13:14:36
"360","EM_15",58.6205125884992,-111.044883895432,196.8225463,3,"101.203",424.5606995,2018-08-09 13:18:13
"361","EM_16",58.616764899404,-111.051644524695,224.3789206,2,"97.433",435.5189209,2018-08-09 13:26:56
"362","EM_16",58.616764899404,-111.051644524695,221.9234408,3,"103.321",425.0181274,2018-08-09 13:28:56
"363","EM_17",58.6121814855151,-111.05866050258,204.5531045,2,"92.721",428.0528564,2018-08-09 13:35:41
"364","EM_17",58.6121814855151,-111.05866050258,218.085011,3,"95.252",425.5432434,2018-08-09 13:38:01
"366","EM_18",58.6122496050207,-111.06633744769,217.2660442,2,"93.009",436.387207,2018-08-09 13:48:09
"367","EM_19",58.6109008188509,-111.084407455952,193.7627547,3,"92.867",426.3435974,2018-08-09 14:01:25
"368","EM_19",58.6109008188509,-111.084407455952,226.307089,2,"96.021",432.7374268,2018-08-09 14:04:03
"369","EM_19",58.6109008188509,-111.084407455952,196.9892327,3,"97.832",429.1828308,2018-08-09 14:07:37
"372","EM_19",58.6109008188509,-111.084407455952,219.6570124,3,"99.087",440.9508362,2018-08-09 14:12:44
"374","EM_20",58.6091666729053,-111.098154958251,217.7673031,2,"104.379",428.0935364,2018-08-09 14:20:34
"376","EM_20",58.6091666729053,-111.098154958251,225.7720646,3,"104.386",419.4959106,2018-08-09 14:23:30
"377","FL_1",58.5670535401457,-111.085814696424,116.6649554,2,"49.908",218.5990143,2018-08-09 14:28:48
"378","FL_1",58.5670535401457,-111.085814696424,114.1525818,2,"49.089",205.0127106,2018-08-09 14:30:40
"379","EM_21",58.6048364312225,-111.099846514793,228.9386832,2,"100.329",426.8425598,2018-08-09 14:31:05
"380","FL_1",58.5670535401457,-111.085814696424,134.9785063,2,"49.374",212.5556793,2018-08-09 14:32:48
"381","EM_21",58.6048364312225,-111.099846514793,228.7745464,3,"101.068",424.3444824,2018-08-09 14:33:27
"382","FL_1",58.5670535401457,-111.085814696424,118.2269499,2,"50.158",210.3351288,2018-08-09 14:34:47
"385","EM_23",58.5909108020744,-111.094233344846,246.7719131,2,"104.866",429.5157471,2018-08-09 14:51:01
"389","EM_25",58.5833576529229,-111.094144249309,246.1083757,2,"110.937",413.5845642,2018-08-09 15:11:20
"390","EM_25",58.5833576529229,-111.094144249309,229.9107861,3,"116.334",410.6898193,2018-08-09 15:13:51
"391","EM_26",58.5783027074776,-111.092084358184,255.5881978,3,"93.225",394.4910889,2018-08-09 15:20:54
"399","FL_5",58.5658457817168,-111.062003791925,150.397218,3,"87.49",263.0082397,2018-08-09 17:25:41
"401","FL_6",58.5613797322706,-111.066722508681,154.3434888,2,"121.607",258.7657471,2018-08-09 17:37:27
"402","FL_6",58.5613797322706,-111.066722508681,175.4965018,2,"122.189",262.8796082,2018-08-09 17:39:48
"404","FL_7",58.5557842203352,-111.067072754693,151.288,2,"111.807",267.878,2018-08-09 17:50:15
"406","FL_8",58.5498401902637,-111.063985817025,165.9460166,3,"82.844",243.6392517,2018-08-10 09:25:38
"407","FL_8",58.5498401902637,-111.063985817025,160.9125422,2,"80.561",294.1957703,2018-08-10 09:27:51
"408","FL_8",58.5498401902637,-111.063985817025,167.3907722,2,"79.092",255.3417511,2018-08-10 09:30:42
"409","FL_9",58.545341894748,-111.061263208861,166.5964132,2,"108.305",254.0414581,2018-08-10 09:40:44
"410","FL_9",58.545341894748,-111.061263208861,162.6714483,2,"108.217",252.3274078,2018-08-10 09:43:58
"411","FL_10",58.5408519340009,-111.059812456263,165.4510411,2,"96.917",254.1430206,2018-08-10 09:50:41
"412","FL_10",58.5408519340009,-111.059812456263,157.5601044,3,"94.136",244.2150421,2018-08-10 09:54:07
"413","FL_11",58.5367028813191,-111.059152718487,166.1639913,3,"97.994",253.7424316,2018-08-10 10:01:45
"414","FL_11",58.5367028813191,-111.059152718487,160.7278891,2,"100.274",254.2441864,2018-08-10 10:04:34
"415","FL_12",58.531457407172,-111.060002537516,156.4432982,2,"61.093",259.757843,2018-08-10 10:12:46
"416","FL_12",58.531457407172,-111.060002537516,167.1010157,3,"61.049",256.7393494,2018-08-10 10:14:40
"418","FL_13",58.526821902009,-111.062415698742,118.1936677,3,"63.833",179.4916077,2018-08-10 10:24:17
"419","FL_13",58.526821902009,-111.062415698742,121.3556976,2,"63.984",178.5087433,2018-08-10 10:26:03
"420","FL_14",58.528835595902,-111.058418259737,42.74886998,3,"40.556",93.26312256,2018-08-10 11:00:50
"421","FL_14",58.528835595902,-111.058418259737,33.74807442,2,"38.726",90.90100098,2018-08-10 11:02:35
"422","FL_14",58.528835595902,-111.058418259737,43.04128584,3,"40.219",89.3972168,2018-08-10 11:04:29
"423","FL_14",58.528835595902,-111.058418259737,37.56953276,2,"40.481",93.94087219,2018-08-10 11:06:13
"424","FL_15",58.5246676064243,-111.059853586129,38.69082386,3,"43.603",72.85926819,2018-08-10 11:16:09
"425","FL_15",58.5246676064243,-111.059853586129,41.9834121,3,"43.879",72.33969879,2018-08-10 11:18:06
"427","FL_16",58.5205962638713,-111.065597838133,155.6837733,2,"109.452",268.5229187,2018-08-10 11:28:43
"428","FL_16",58.5205962638713,-111.065597838133,169.9230577,2,"108.065",269.4144897,2018-08-10 11:31:26
"429","FL_16",58.5205962638713,-111.065597838133,157.542073,2,"108.563",262.9811401,2018-08-10 11:35:22
"430","FL_16",58.5205962638713,-111.065597838133,169.3179045,2,"108.688",258.3179932,2018-08-10 11:38:19
"432","FL_17",58.5166243894685,-111.069641549858,156.0600263,2,"74.716",244.6122437,2018-08-10 11:47:44
"433","FL_17",58.5166243894685,-111.069641549858,168.0491917,2,"74.913",250.427063,2018-08-10 11:50:01
"434","FL_18",58.5135543007972,-111.066769033544,147.9139854,2.5,"77.225",255.6416626,2018-08-10 11:56:06
"435","FL_18",58.5135543007972,-111.066769033544,150.0046837,2.5,"76.482",247.0064392,2018-08-10 11:58:32
"436","FL_19",58.5102694537024,-111.062146035986,166.2411243,2,"75.864",266.9662781,2018-08-10 12:06:08
"437","FL_19",58.5102694537024,-111.062146035986,152.6410704,2,"75.258",262.2787781,2018-08-10 12:08:33
"439","FL_20",58.5064700757393,-111.062705628711,168.2395398,2,"82.2",263.4213562,2018-08-10 12:18:07
"440","FL_20",58.5064700757393,-111.062705628711,144.7763746,2,"82.311",264.7030029,2018-08-10 12:21:52
"441","FL_20",58.5064700757393,-111.062705628711,164.9759415,2,"81.793",261.7407837,2018-08-10 12:24:47
"442","FL_21",58.5050205730074,-111.069515609583,149.5178301,2.5,"86.633",248.5871887,2018-08-10 12:32:55
"444","FL_22",58.5033551772384,-111.076290242488,147.304205,2,"66.686",252.5117493,2018-08-10 12:44:10
"445","FL_22",58.5033551772384,-111.076290242488,150.5714217,2.5,"66.165",244.7703552,2018-08-10 12:46:16
"446","FL_23",58.4964663879231,-111.076446862704,169.0059968,2,"110.784",261.9275208,2018-08-10 12:55:41
"447","FL_23",58.4964663879231,-111.076446862704,156.9791639,2,"101.702",252.208374,2018-08-10 12:59:12
"448","FL_24",58.492564350431,-111.067809902621,170.1982768,2,"77.987",236.0473175,2018-08-10 13:08:41
"449","FL_24",58.492564350431,-111.067809902621,153.4461342,2,"77.956",232.0745392,2018-08-10 13:11:04
"450","FL_25",58.4885420371184,-111.065229340143,157.6418599,2,"82.819",249.1847229,2018-08-10 13:17:46
"451","FL_25",58.4885420371184,-111.065229340143,151.7500938,2,"79.879",236.0678864,2018-08-10 13:20:18
"452","FL_26",58.4839704022746,-111.065460965542,150.6906974,2,"76.629",244.8443451,2018-08-10 13:27:38
"453","FL_26",58.4839704022746,-111.065460965542,153.0840418,2,"78.094",243.9687958,2018-08-10 13:29:50
"454","FL_27",58.4761710562611,-111.072013401819,153.830039,2,"104.123",252.3284302,2018-08-10 13:40:20
"456","FL_28",58.4718844015731,-111.076393490508,153.4454303,2,"84.772",246.3158417,2018-08-10 13:51:40
"457","FL_28",58.4718844015731,-111.076393490508,153.5159835,2.5,"83.455",246.1244202,2018-08-10 13:54:20
"458","FL_29",58.4670511033851,-111.078559991806,150.1319398,2.5,"88.089",233.9211426,2018-08-10 14:01:06
"459","FL_29",58.4670511033851,-111.078559991806,151.8612255,2,"88.037",235.1077423,2018-08-10 14:03:43
"460","FL_30",58.4614492486695,-111.074297055302,153.1806027,2,"135.817",228.2796021,2018-08-10 14:15:15
"461","FL_30",58.4614492486695,-111.074297055302,164.6244567,2,"135.041",253.5986176,2018-08-10 14:18:37
"462","FL_31",58.4588498256654,-111.064728780864,151.3636348,2,"67.887",230.4975281,2018-08-10 14:27:12
"463","FL_31",58.4588498256654,-111.064728780864,152.9447747,2,"67.514",235.2768555,2018-08-10 14:29:40
"464","FL_32",58.455619218149,-111.059136494272,153.2819664,2.5,"65.247",278.5924072,2018-08-10 14:37:09
"465","FL_32",58.455619218149,-111.059136494272,146.6911372,2,"64.444",267.9259338,2018-08-10 14:38:55
"467","ATH_1",58.45348596133,-111.068505765913,986.4620572,2,"254.952",1421.49353,2018-08-10 14:53:11
"468","ATH_1",58.45348596133,-111.068505765913,962.8470282,2,"254.804",1441.658081,2018-08-10 14:58:32
"470","ATH_2",58.4524391592831,-111.102824148394,972.260946,2,"266.245",1393.311646,2018-08-10 15:28:19
"471","ATH_2",58.4524391592831,-111.102824148394,976.7424077,2,"271.369",1417.739258,2018-08-10 15:35:27
"472","ATH_3",58.4490834014004,-111.128993403038,960.6468918,2,"181.583",1798.219971,2018-08-10 15:55:23
"475","ATH_4",58.4472503548087,-111.146495596966,971.1496685,3,"233.351",1251.498047,2018-08-10 16:30:03
"477","ATH_4",58.4472503548087,-111.146495596966,984.8301663,2,"224.709",1258.608765,2018-08-10 16:45:56
"479","ATH_4",58.4472503548087,-111.146495596966,986.770252,2,"229.572",1274.141724,2018-08-10 17:01:25
"480","ATH_5",58.4461975911592,-111.176556995385,986.4396063,2,"209.067",1334.208618,2018-08-10 17:20:19
"481","ATH_5",58.4461975911592,-111.176556995385,912.8453127,2,"211.406",1336.265015,2018-08-10 17:24:35
"487","EM_28",58.56919262,-111.090072,108.4101062,3,"66.332",309.0759277,2018-08-11 09:38:04
"488","EM_28",58.5691473,-111.0898912,107.9264966,2,"64.912",302.0752563,2018-08-11 09:39:39
"490","FL_33",58.57019384,-111.0557702,42.72617581,3,"49.675",73.9890976,2018-08-11 09:55:02
"491","FL_33",58.57023924,-111.0559349,34.07507986,3,"49.572",73.05619812,2018-08-11 09:56:48
"492","FL_33",58.57019502,-111.0557701,36.76934658,2,"49.905",74.40574646,2018-08-11 09:58:59
"493","FL_33",58.57023624,-111.0559049,33.75429449,2,"50.203",75.06916809,2018-08-11 10:00:55
"495","FL_34",58.52496904,-111.0627674,121.7214377,3,"85.577",191.53125,2018-08-11 10:25:44
"496","FL_34",58.52488369,-111.0627763,119.5446344,3,"91.639",178.9935608,2018-08-11 10:28:28
"498","ATH_6",58.45231616,-111.0563506,806.3995598,2,"199.39",1181.206299,2018-08-11 11:09:41
"499","ATH_6",58.45200575,-111.0560603,741.4587478,2,"204.544",1159.744873,2018-08-11 11:15:32
"500","ATH_7",58.45309623,-111.135948,1015.160209,2,"166.194",1351.454346,2018-08-11 11:50:56
"501","ATH_7",58.45313899,-111.1359333,1015.067708,2,"165.589",1401.463257,2018-08-11 11:54:51
"502","ATH_8",58.45024348,-111.1896327,911.0016362,2,"139.439",1194.746704,2018-08-11 12:26:04
"503","ATH_8",58.45019742,-111.1895288,980.4269218,2,"139.596",1183.109009,2018-08-11 12:30:01
"504","ATH_8",58.45023873,-111.1896588,983.6847387,2,"141.172",1257.126953,2018-08-11 12:34:01
"505","ATH_9",58.44579383,-111.2005119,1038.805974,3,"147.669",1236.129028,2018-08-11 13:02:09
"507","ATH_9",58.4459041,-111.2004093,930.8794648,2,"139.438",1209.932861,2018-08-11 13:10:07
"508","ATH_9",58.44597096,-111.2006138,917.4417567,2,"156.3",1210.427246,2018-08-11 13:14:00
"509","ATH_9",58.44584444,-111.2004448,935.221728,2,"147.16",1202.605225,2018-08-11 13:19:21
"510","ATH_9",58.44593239,-111.2005363,895.340836,2,"157.071",1213.821167,2018-08-11 13:23:45
"511","ATH_10",58.43494445,-111.2085093,961.6180163,3,"223.426",1239.752075,2018-08-11 13:36:42
"512","ATH_10",58.43539523,-111.2081554,968.2126724,3,"235.767",1243.874634,2018-08-11 13:41:09
"513","ATH_11",58.42682118,-111.2327304,910.81574,3,"209.789",1159.978516,2018-08-11 13:57:28
"514","ATH_11",58.42693947,-111.2321847,922.6926953,3,"209.681",1151.429688,2018-08-11 14:02:02
"515","ATH_12",58.42456594,-111.2503244,747.6986054,2,"152.822",968.2229004,2018-08-11 14:28:02
"516","ATH_12",58.42459836,-111.2498771,724.7351393,2,"145.709",1000.237183,2018-08-11 14:32:23
"518","ATH_13",58.42568278,-111.2626139,772.0801753,2,"205.35",969.7526855,2018-08-11 14:45:28
"519","ATH_13",58.42557832,-111.2621123,779.6189803,3,"193.113",1003.159607,2018-08-11 14:49:15
"520","ATH_14",58.42637567,-111.25104,139.8708125,3,"192.779",283.1989746,2018-08-11 14:58:19
"521","ATH_14",58.42633835,-111.2509647,133.5247685,3,"193.084",280.3066101,2018-08-11 15:02:48
"522","ATH_15",58.42823579,-111.2624229,133.6923767,2.5,"130.721",288.8566284,2018-08-11 15:14:49
"523","ATH_15",58.4282852,-111.2626442,134.4912051,3,"134.569",282.4677429,2018-08-11 15:17:26
"524","ATH_16",58.43060569,-111.27492,905.63278,2,"353.394",1231.910645,2018-08-11 15:30:25
"525","ATH_16",58.43016012,-111.2740721,900.6551784,2,"343.629",1209.883057,2018-08-11 15:37:34
"527","RIC_1",58.42364352,-111.243597,26.94970195,2.5,"81.464",212.5458527,2018-08-11 16:04:22
"528","RIC_1",58.42359618,-111.2434894,27.78801007,2.5,"79.713",212.6070709,2018-08-11 16:06:58
"529","ATH_17",58.43988583,-111.2984829,923.7619009,3,"214.282",1223.959595,2018-08-11 17:35:18
"530","ATH_17",58.43962497,-111.2977984,935.3289539,2,"217.278",1207.770752,2018-08-11 17:42:00
"531","ATH18",58.4443019479472,-111.320513212595,888.4606271,3,"144.479",1064.759033,2018-08-12 10:33:37
"532","ATH18",58.4443019479472,-111.320513212595,831.4998218,2.5,"142.499",1059.907715,2018-08-12 10:36:34
"533","ATH19",58.4453910731337,-111.337106116558,855.465083,2.5,"226.078",1203.000977,2018-08-12 10:50:18
"534","ATH19",58.4453910731337,-111.337106116558,844.3948897,2.5,"226.79",1208.73938,2018-08-12 10:55:45
"535","ATH20",58.4415767264192,-111.359235038067,880.0975199,3,"309.473",1133.419434,2018-08-12 11:11:55
"536","ATH20",58.4415767264192,-111.359235038067,874.671081,2.5,"290.146",1115.300659,2018-08-12 11:16:39
"537","ATH21",58.4440156481791,-111.391311187455,849.8574771,2.5,"313.156",1071.906738,2018-08-12 11:31:44
"538","ATH21",58.4440156481791,-111.391311187455,848.404435,2.5,"317.8",1083.668213,2018-08-12 11:38:40
"539","ATH22",58.445572980946,-111.418635853444,23.69296258,2.5,"41.452",67.78942108,2018-08-12 12:05:41
"540","ATH22",58.4462673121983,-111.42326966049,24.72619457,2,"41.369",68.71343231,2018-08-12 12:07:20
"541","ATH23",58.4462673121983,-111.42326966049,23.30855005,2,"31.261",69.35552216,2018-08-12 12:11:26
"542","ATH23",58.4462673121983,-111.42326966049,24.43761618,2,"30.68",69.06859589,2018-08-12 12:12:35
"543","ATH24",58.4467404280578,-111.424149070648,831.6086943,2.5,"241.987",974.7068481,2018-08-12 12:16:48
"544","ATH24",58.4467404280578,-111.424149070648,800.8156409,2,"208.982",953.3690796,2018-08-12 12:21:25
"545","ATH25",58.4443825566271,-111.444112348921,796.2427003,2,"137.929",1187.692871,2018-08-12 12:38:06
"546","ATH25",58.4443825566271,-111.444112348921,786.9916476,2,"135.407",1237.575195,2018-08-12 12:41:18
"547","ATH26",58.4451876370971,-111.465296676166,847.4714452,2.5,"328.358",1047.302979,2018-08-12 12:59:16
"548","ATH26",58.4451876370971,-111.465296676166,851.2845071,2.5,"327.342",1055.260986,2018-08-12 13:07:43
"549","ATH27",58.4410796958333,-111.492649256228,837.9171785,2.5,"219.784",1054.522339,2018-08-12 13:24:25
"550","ATH27",58.4410796958333,-111.492649256228,848.2813934,2,"227.162",1064.036255,2018-08-12 13:30:15
"552","ATH28",58.4302917327852,-111.488234684876,847.8796883,2,"287.105",1168.030029,2018-08-12 13:52:56
"556","ATH30",58.4237290087394,-111.506035142694,848.1785671,2.5,"252.888",1071.159424,2018-08-12 15:17:20
"557","ATH30",58.4237290087394,-111.506035142694,851.352786,2.5,"255.504",1082.638306,2018-08-12 15:23:50
"558","ATH30",58.4237290087394,-111.506035142694,836.8933863,2,"258.428",1211.618286,2018-08-12 15:30:35
"559","ATH_31",58.4110274006305,-111.51767929418,845.2986317,2.5,"268.667",1090.635498,2018-08-12 15:43:52
"560","ATH_31",58.4110274006305,-111.51767929418,841.8440184,2.5,"289.289",1083.970337,2018-08-12 15:50:06
"561","ATH_32",58.3964916483099,-111.52514755768,846.2666698,2.5,"328.538",1022.605408,2018-08-12 16:03:01
"562","ATH_32",58.3964916483099,-111.52514755768,828.8921058,2,"321.715",982.3937378,2018-08-12 16:09:21
"563","ATH_33",58.3897102649773,-111.531734563535,415.3032159,2,"150.345",478.1135254,2018-08-12 16:24:46
"565","ATH_34",58.3893270956448,-111.524459509091,418.3738667,2,"186.654",555.6147461,2018-08-12 16:38:31
"566","ATH_34",58.3893270956448,-111.524459509091,422.672389,2.5,"185.877",548.8126221,2018-08-12 16:43:32
"567","ATH_35",58.3820970064145,-111.526609492973,362.2753752,2,"184.044",476.0465393,2018-08-12 16:56:09
"568","ATH_35",58.3820970064145,-111.526609492973,376.651076,2,"189.053",478.6231995,2018-08-12 17:00:05
"570","ATH_36",58.3853400517762,-111.519851123845,55.63544205,2,"98.764",107.6248932,2018-08-12 17:16:45
"571","ATH_37",58.3714229123978,-111.536194943431,358.8961382,2.5,"183.708",438.2630615,2018-08-12 17:29:12
"572","ATH_37",58.3714229123978,-111.536194943431,368.0381378,2,"179.098",473.1446838,2018-08-12 17:34:47
"577","ER_1",58.61713298,-111.6651003,144.5898395,2,"74.105",318.9251709,2018-08-14 09:49:29
"579","ER_1",58.61721043,-111.6651987,180.067,2,"71.637",313.957,2018-08-14 09:53:12
"580","ER_1",58.61724988,-111.6651782,146.7285869,3,"71.297",315.4557495,2018-08-14 09:55:24
"584","PR_2",58.616587,-111.6635869,53.799,2.5,"49.445",136.702,2018-08-14 10:05:32
"585","PR_2",58.61660394,-111.6636912,51.088,2,"46.074",136.535,2018-08-14 10:07:09
"586","PR_3",58.61656542,-111.6631141,45.707,2.5,"39.844",125.234,2018-08-14 10:11:09
"587","PR_3",58.61659362,-111.6633309,50.397,2.5,"43.605",132.417,2018-08-14 10:12:20
"589","MC_4",58.49426147,-111.5098939,125.3305556,2,"68.003",278.214386,2018-08-14 14:30:10
"591","MC_5",58.51058779,-111.5205759,109.1214607,2,"54.201",198.8303833,2018-08-14 14:46:55
"593","MC_5",58.51059039,-111.5205953,114.7375083,3,"53.569",200.9750977,2018-08-14 14:48:56
"594","MC_5",58.51059868,-111.5205091,109.9423898,2,"55.493",191.1848145,2018-08-14 14:50:32
"595","MC_5",58.51062701,-111.5205567,111.6685954,2,"55.265",194.4362335,2018-08-14 14:52:09
"596","MC_6",58.52463157,-111.5198009,95.53890961,2,"45.648",156.3527985,2018-08-14 15:09:40
"597","MC_6",58.5246462,-111.5197833,142.6910631,2,"44.328",247.874054,2018-08-14 15:11:09
"598","MC_7",58.54424061,-111.4939924,111.6547531,2,"67.02",204.885788,2018-08-14 16:28:09
"600","QF12",58.889842,-111.6034348,337.7789035,2,"134.288",562.6464233,2018-08-16 10:42:49
"601","QF12",58.88988207,-111.6033241,333.5735392,2.5,"137.51",524.9375,2018-08-16 10:46:13
"602","QF13",58.88619385,-111.6108399,331.7487318,2,"96.829",513.9203491,2018-08-16 10:54:02
"603","QF13",58.88613917,-111.610784,332.1296018,2.5,"96.732",513.0836792,2018-08-16 10:57:33
"604","QF14",58.87897189,-111.6038939,333.3582278,2.5,"114.595",519.6891479,2018-08-16 11:06:54
"605","QF14",58.8789412,-111.6038825,330.3829143,2,"114.45",523.3642578,2018-08-16 11:09:50
"606","QF15",58.87436167,-111.6006937,335.6956907,2,"123.792",532.2678833,2018-08-16 11:19:19
"608","QF15",58.87430457,-111.60031,332.0877925,2,"128.265",531.515625,2018-08-16 11:23:50
"609","QF16",58.87176923,-111.5995424,325.0308471,2,"110.42",490.6877441,2018-08-16 11:29:07
"610","QF16",58.87188227,-111.5995958,323.8304926,2,"114.343",519.3616333,2018-08-16 11:31:53
"611","QF17",58.86577111,-111.5976281,336.004905,2.5,"112.063",507.4259949,2018-08-16 11:38:29
"612","QF17",58.86572816,-111.5975339,335.3974408,2.5,"110.637",524.2434082,2018-08-16 11:41:39
"614","QF18",58.86054202,-111.5963638,317.6392028,2.5,"94.226",552.5913086,2018-08-16 12:16:09
"615","QF18",58.86048456,-111.5964786,331.9119684,2,"104.262",556.8386841,2018-08-16 12:18:31
"616","QF19",58.85853494,-111.5885263,330.2273701,2.5,"139.943",551.9946289,2018-08-16 12:26:21
"617","QF19",58.85840335,-111.5882943,327.337009,3,"143.159",555.2940674,2018-08-16 12:28:58
"618","QF20",58.8549441,-111.5793429,328.5816351,2,"112.578",508.1985474,2018-08-16 12:37:01
"619","QF20",58.85496289,-111.5794148,332.8491884,3,"105.454",524.760498,2018-08-16 12:39:24
"620","QF21",58.85081512,-111.5758742,321.7792739,2,"96.034",560.2696533,2018-08-16 12:45:34
"621","QF21",58.85079835,-111.5760626,329.7311949,2,"98.845",581.6572266,2018-08-16 12:48:21
"622","QF22",58.84703515,-111.575229,320.8479959,2,"115.66",574.9406738,2018-08-16 12:53:01
"623","QF22",58.84706537,-111.5750725,325.6963032,2,"111.116",550.4841919,2018-08-16 12:55:18
"624","QF23",58.84197999,-111.5759514,331.541988,2,"102.418",552.5020142,2018-08-16 13:00:44
"625","QF23",58.84198713,-111.5761135,318.1171628,3,"101.766",549.0164795,2018-08-16 13:02:56
"626","QF24",58.8370479,-111.5717098,337.5619535,2.5,"120.313",510.5049744,2018-08-16 13:09:06
"627","QF24",58.83699663,-111.5714882,321.5338073,2,"120.998",524.7662354,2018-08-16 13:11:57
"628","QF25",58.83194447,-111.5694238,328.2261495,2.5,"113.805",570.6105347,2018-08-16 13:17:50
"629","QF25",58.83186348,-111.5693658,324.4108161,2,"110.222",565.0432739,2018-08-16 13:20:22
"630","QF26",58.82886761,-111.5719234,333.7057462,2,"106.768",536.369812,2018-08-16 13:26:06
"631","QF26",58.82891973,-111.5719425,323.5107725,2.5,"110.445",534.2209473,2018-08-16 13:29:11
"632","QF27",58.82333944,-111.5683066,322.1250356,2,"114.212",584.9029541,2018-08-16 13:38:32
"633","QF27",58.82337828,-111.5679607,326.1078333,2,"122.312",585.3776855,2018-08-16 13:41:44
"634","QF28",58.81947095,-111.5684268,321.5698937,2.5,"113.733",610.8953247,2018-08-16 13:47:20
"635","QF28",58.81942945,-111.5685988,326.9824285,2.5,"115.077",594.8488159,2018-08-16 13:49:43
"636","QF29",58.81571093,-111.5661008,329.7700903,2.5,"123.598",650.0949097,2018-08-16 13:54:50
"637","QF29",58.81566129,-111.5662703,352.7241725,2,"122.248",667.2148438,2018-08-16 13:57:16
"638","QF29",58.8157747,-111.5663142,341.211312,2,"119.584",659.8688354,2018-08-16 14:00:28
"639","QF29",58.81575741,-111.5663804,347.6104338,2,"115.555",660.2288818,2018-08-16 14:02:49
"640","QF30",58.81418201,-111.558413,351.8192781,2.5,"144.066",645.2750854,2018-08-16 14:08:57
"641","QF30",58.81410345,-111.5581947,339.1370723,2.5,"143.435",623.6574707,2018-08-16 14:11:51
"642","QF31",58.81348931,-111.5526925,348.3349637,2.5,"106.76",726.3312378,2018-08-16 14:17:56
"643","QF31",58.81360082,-111.5526054,347.9563192,3,"102.85",736.1828003,2018-08-16 14:20:35
"644","QF32",58.8107563,-111.5479308,324.87727,2,"124.537",470.0231628,2018-08-16 14:25:35
"645","QF32",58.81102811,-111.5481326,323.0791152,2,"138.272",520.7212524,2018-08-16 14:28:12
"646","QF33",58.80773245,-111.5477248,352.2365448,2,"127.196",550.265625,2018-08-16 14:35:26
"647","QF33",58.80782409,-111.5477776,343.5733146,2,"128.16",569.5743408,2018-08-16 14:38:33
"648","QF34",58.80633711,-111.5423846,329.5085213,2,"123.964",466.443634,2018-08-16 14:44:56
"649","QF34",58.80640913,-111.542088,345.9920022,2.5,"129.069",501.1101685,2018-08-16 14:48:08
"650","QF35",58.80653605,-111.5293044,327.065998,3,"110.993",472.743103,2018-08-16 14:56:51
"651","QF35",58.80648065,-111.5292231,338.203463,3,"114.955",482.5159607,2018-08-16 14:59:43
"652","QF36",58.80331511,-111.5286223,339.2577554,2,"117.18",496.66922,2018-08-16 15:05:01
